📺央视频道,#genre#
山东卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIQTBQUUl4QWhUaXA3QUl2ck52R1NnS2M5V1l2MEp6ejFmY00ra0dvYUxvWDlMZ2ZISVdVWS9HWU8veGNOMmVWRWs1TktqMlNGTitlWEZLYm1CV1pCUHk%3D
山西卫视,http://192.168.6.1:1207/rtp/239.255.40.13:8208
山西卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIQzIrZnBjMFV5dVIyOUF1SjFBaEU3cDdQNmpKemYwYWZFVVlrdlpJWS90dDBkMjlhNW5qd3JIWEpKNXNpRDVXbXU4d0Nkc0xyNG1aOHB5QnFWbXhzZDg%3D
陕西卫视,http://192.168.6.1:1207/rtp/239.255.40.10:8208
陕西卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIQVl1WDhPUnNkeFVKUnJySEU2Q1J6WlcwTi9KaGtyOGowTHlSRm80WnorbXpDM3Fycmk3TlR1bE5PazFNZUJ6bnc2Wkg4N1FxZjE5OHRML245NUlxb08%3D
四川卫视,http://192.168.6.1:1207/rtp/239.255.40.19:8208
四川卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIQ2ZMRkVtMmpzaTlWWmR0SXBlenlkekJickY3M21EUVd4enVkNkZUTFF6d1JPS2dxMFFFNGRETXBUdTlBeUNpdHU1Zk50SDAxZzd1SWVULy9KOW5CYTc%3D
深圳卫视,http://192.168.6.1:1207/rtp/239.255.40.199:8208
深圳卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIQXpqaitZcTQ4WDZVODVNMU9CZG0yc1FZdlNrOEFpRXN5SE5KTWk1QUhnbkoxMHdrU2pSNm41bjZ2cStya2Nza1Rnc200MnhyYnRwZTBsUk91dkVKSGQ%3D
三沙卫视,http://192.168.6.1:1207/rtp/239.255.40.82:8208
三沙卫视,https://feiyang.wangdu.site/decrypt.php?url=eWlRZjY1Zlhwb3g3Q092dWJaQ2FpaHFvSm9VWXR5YURaNDZVL0RVUFNPRGI1NnhrSTNaaE9oNEJZNU01LzZKZTB5Vy9Ya3FQQUR5SEpPYVhzNUF6TFlZb0grd2R0ZCt0MjZZM0pXenplVm89
天津卫视,http://192.168.6.1:1207/rtp/239.255.40.48:8208
天津卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIQmhBTm93ZUNHdHNFdkhNVFFHalVzd1BGVGJxWUpFcmkxVkpEamxzZ2pFQnB5WjY5dmloTVNta0cxRlhRSkluZDdyay9Na2pXaU9OcHBIMS9QQ042akc%3D
西藏卫视,http://192.168.6.1:1207/rtp/239.255.40.12:8208
西藏卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIQlV5OFYvdkNGTDhkcElvcXJTWnFtNmkrYVp6emhLNFhlWlVlNWMyUEZUdGRpazJhcWVRUUVYQkNWbXowdStIYklqUnBpeXYvYTB1OGZZME1ZUHJnbDc%3D
新疆卫视,http://192.168.6.1:1207/rtp/239.255.40.11:8208
新疆卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIQWVqNDYwUkovUmwrcDVqeDMrdlJpR1l4QU9Udk1QSWh2bWxYaGZuWWg4UnVITm5mUW1qMjM2ZVpIZVlCVVNKRkUzZWdDalJPU2wwK0RoaTlEN2sxb3Q%3D
云南卫视,http://192.168.6.1:1207/rtp/239.255.40.6:8208
云南卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIRC9rUUQzY0taRWNiMUZNL0FELytCQmxTVXYzTU43dzh2LzhpekRRMmhwV1NnRDhhbkU2S3dOa0xPbzJzTWVTM240QzBLQ05iZnlpY1p2alpJcGswWkM%3D
兵团卫视,http://192.168.6.1:1207/rtp/239.255.40.29:8208
兵团卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIQ3cwcmpPbENTTU5xTncyQjZBbzl0LzlBZ2hISmIwd1JVZWZpVnNZM1k2NGcxMEcvNFhWbXNCc2hQMGtuM0hLOXAxOW1IS1NERzNhU1hCdm5CZDZNNEU%3D
大湾区卫视,https://feiyang.wangdu.site/decrypt.php?url=blhTaG9pcytCQkRoTU13dWQyQVJsTE96NWwzUlVBVXZjYTlRK2l2N3VZZkNDOThwZTJDVldEb0tLaTdjbERycg%3D%3D
安多卫视,https://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8
延边卫视,https://feiyang.wangdu.site/decrypt.php?url=V0g1SElDa2Z2bkN4SjhnYm5UK245MklteFpiS1hwcElsSWJVS1dqWklHbkNRazVKeHJVSGVKbHkyeTJ0cER6VlBhWGl3clNNVXFiVHlvbUtwRkNjK0E9PQ%3D%3D

🎥动画频道,#genre#
CCTV-14 少儿,http://192.168.6.1:1207/rtp/239.255.40.41:8208
CCTV-14 少儿,https://feiyang.wangdu.site/decrypt.php?url=c3FzSVEwZzlPQm8zQXBWTnpydzNIZER1L0tEMHhlMTRaMEE2eFpJb1EzcU9zdmxyRWNRTTN3QWMrclVXRFpnNW43OEMvdzYzMmNrZWxPQUpsUks5dUE9PQ%3D%3D
福建少儿,http://192.168.6.1:1207/rtp/239.255.40.156:8208
卡酷少儿,http://192.168.6.1:1207/rtp/239.255.40.24:8208
金鹰卡通,http://192.168.6.1:1207/rtp/239.255.40.25:8208
金鹰卡通,http://wouu.net:9977/udp/239.93.0.108:5140
嘉佳卡通,http://192.168.6.1:1207/rtp/239.255.40.26:8208
IPTV少儿动画,http://192.168.6.1:1207/rtp/239.255.40.66:8208
IPTV野外,http://192.168.6.1:1207/rtp/239.255.40.60:8208
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=#migu5://611318244

🎬电影剧集,#genre#
CCTV-6 电影,http://192.168.6.1:1207/rtp/239.255.40.175:8208
